ds,y
1/1/23,0
1/2/23, 6040
1/3/23,11518
1/4/23,19391
1/5/23,38338
1/6/23,56843
1/7/23,111143
1/8/23,134397
1/9/23,156909
1/10/23,233190
1/11/23,263977
1/12/23,293523
1/13/23,333730
1/14/23,347383
1/15/23,360244
