ds,y
10/29/22,186.26
10/30/22,175.77
10/31/22,226.23
11/1/22,236.72
11/2/22,237
11/3/22,236.43
11/4/22,231.9
11/5/22,246.92
11/6/22,241.25
11/7/22,237
11/8/22,235.02
11/9/22,232.18
11/10/22,237.29
11/11/22,235.02
11/12/22,240.12
11/13/22,238.14
11/14/22,239.27
11/15/22,235.02
11/16/22,232.47
11/17/22,237.85
11/18/22,232.18
11/19/22,242.39
11/20/22,236.15
11/21/22,233.6
11/22/22,218.86
11/23/22,185.12
11/24/22,163.86
11/25/22,193.06
11/26/22,225.09
11/27/22,225.95
11/28/22,222.26
11/29/22,229.06
11/30/22,229.91
12/1/22,210.92
12/2/22,199.3
12/3/22,199.01
12/4/22,202.42
12/5/22,221.69
12/6/22,226.8
12/7/22,221.69
12/8/22,223.11
12/9/22,221.41
12/10/22,229.35
12/11/22,228.21
12/12/22,226.8
12/13/22,222.54
12/14/22,226.51
12/15/22,225.09
12/16/22,218.01
12/17/22,228.21
12/18/22,219.43
12/19/22,216.87
12/20/22,214.89
12/21/22,218.01
12/22/22,212.9
12/23/22,204.68
12/24/22,202.13
12/25/22,182
12/26/22,223.11
12/27/22,216.87
12/28/22,213.19
12/29/22,212.34
12/30/22,205.25
12/31/22,212.05
1/1/23,215.46
1/2/23,217.72
1/3/23,215.74
1/4/23,213.47
1/5/23,216.02
1/6/23,210.07
1/7/23,223.39
1/8/23,219.71
1/9/23,216.59
1/10/23,215.46
1/11/23,210.07
1/12/23,208.37
1/13/23,210.35
1/14/23,221.41
1/15/23,200.15
1/16/23,192.21
1/17/23,197.03
1/18/23,197.03
1/19/23,176.33
1/20/23,176.05
1/21/23,203.27
1/22/23,209.79
1/23/23,200.43
1/24/23,202.13
1/25/23,195.89
1/26/23,204.12
1/27/23,204.12
1/28/23,181.44
1/29/23,173.5
1/30/23,157.62
1/31/23,160.17
2/1/23,168.4
2/2/23,155.36
2/3/23,162.44
2/4/23,188.81
2/5/23,195.33
2/6/23,188.24
2/7/23,198.73
2/8/23,193.06
2/9/23,189.94
2/10/23,188.24
2/11/23,202.42
2/12/23,194.76
2/13/23,196.46
2/14/23,184.56
2/15/23,147.98
2/16/23,138.63
2/17/23,181.15
2/18/23,159.04
2/19/23,164.71
2/20/23,173.22
2/21/23,155.07
2/22/23,155.07
2/23/23,146.28
2/24/23,174.63
2/25/23,175.48
2/26/23,166.98
2/27/23,177.75
2/28/23,155.64
3/1/23,163.29
3/2/23,168.68
3/3/23,166.41
3/4/23,165.84
3/5/23,168.68
3/6/23,172.08
3/7/23,157.62
3/8/23,158.76
3/9/23,196.75
3/10/23,193.91
3/11/23,201.56
3/12/23,201.85
3/13/23,203.55
3/14/23,184.84
3/15/23,200.15
3/16/23,197.88
3/17/23,187.11
3/18/23,202.98
3/19/23,202.42
3/20/23,204.97
3/21/23,195.61
3/22/23,195.61
3/23/23,194.48
3/24/23,189.94
3/25/23,195.61
3/26/23,196.18
3/27/23,191.93
3/28/23,187.96
3/29/23,194.19
3/30/23,192.49
3/31/23,189.37
4/1/23,191.64
4/2/23,198.45
4/3/23,197.03
4/4/23,189.37
4/5/23,183.42
4/6/23,188.24
4/7/23,182
4/8/23,187.67
4/9/23,185.41
4/10/23,193.06
4/11/23,195.04
4/12/23,196.75
4/13/23,144.02
4/14/23,158.47
4/15/23,162.44
4/16/23,169.81
4/17/23,146
4/18/23,147.98
4/19/23,162.73
4/20/23,153.09
4/21/23,159.89
4/22/23,165.56
4/23/23,152.52
4/24/23,158.76
4/25/23,166.7
4/26/23,163.29
4/27/23,153.09
4/28/23,165.28
4/29/23,161.59
4/30/23,165.56
5/1/23,156.21
5/2/23,165.56
5/3/23,158.19
5/4/23,157.34
5/5/23,148.83
5/6/23,163.01
5/7/23,163.29
5/8/23,155.92
5/9/23,148.55
5/10/23,144.02
5/11/23,153.65
5/12/23,157.62
5/13/23,174.07
5/14/23,147.13
5/15/23,152.8
5/16/23,185.69
5/17/23,179.17
5/18/23,181.15
5/19/23,182.29
5/20/23,187.96
5/21/23,193.91
5/22/23,191.36
5/23/23,189.09
5/24/23,190.51
5/25/23,187.39
5/26/23,176.33
5/27/23,180.87
5/28/23,179.17
5/29/23,171.51
5/30/23,183.7
5/31/23,184.56
6/1/23,181.44
6/2/23,177.75
6/3/23,175.48
6/4/23,184.84
6/5/23,183.7
6/6/23,157.62
6/7/23,138.35
6/8/23,152.24
6/9/23,144.87
6/10/23,146.85
6/11/23,163.58
6/12/23,141.75
6/13/23,156.21
6/14/23,151.1
6/15/23,155.07
6/16/23,146
6/17/23,155.92
6/18/23,138.63
6/19/23,144.02
6/20/23,165.84
6/21/23,180.87
6/22/23,178.6
6/23/23,170.66
6/24/23,179.45
6/25/23,183.42
6/26/23,180.3
6/27/23,183.99
6/28/23,177.18
6/29/23,180.3
6/30/23,172.65
7/1/23,168.4
7/2/23,178.89
7/3/23,181.15
7/4/23,174.07
7/5/23,177.75
7/6/23,176.62
7/7/23,172.65
7/8/23,178.03
7/9/23,181.72
7/10/23,179.45
7/11/23,176.33
7/12/23,177.18
7/13/23,176.62
7/14/23,172.65
7/15/23,175.77
7/16/23,179.17
7/17/23,181.44
7/18/23,179.45
7/19/23,174.92
7/20/23,174.35
7/21/23,171.51
7/22/23,178.32
7/23/23,179.17
7/24/23,180.87
7/25/23,173.22
7/26/23,176.9
7/27/23,175.2
7/28/23,170.66
7/29/23,174.92
7/30/23,175.2
7/31/23,164.99
8/1/23,158.47
8/2/23,156.21
8/3/23,166.98
8/4/23,161.03
8/5/23,157.06
8/6/23,158.47
8/7/23,157.91
8/8/23,161.59
8/9/23,157.06
8/10/23,157.91
8/11/23,165.84
8/12/23,176.05
8/13/23,174.07
8/14/23,174.92
8/15/23,173.78
8/16/23,174.63
8/17/23,173.5
8/18/23,170.66
8/19/23,176.9
8/20/23,176.9
8/21/23,174.63
8/22/23,173.5
8/23/23,174.35
8/24/23,176.05
8/25/23,170.1
8/26/23,174.92
8/27/23,174.07
8/28/23,174.92
8/29/23,172.93
8/30/23,170.66
8/31/23,172.93
9/1/23,164.99
9/2/23,172.08
9/3/23,174.35
9/6/23,174.92
9/7/23,162.44
9/8/23,161.59
9/9/23,173.22
9/10/23,155.92
9/11/23,161.88
9/12/23,170.38
9/13/23,146.28
9/14/23,164.43
9/15/23,166.41
9/16/23,166.7
9/17/23,173.78
9/18/23,173.78
9/19/23,163.58
9/20/23,170.1
9/21/23,168.96
9/22/23,165.84
9/23/23,168.96
9/24/23,171.23
9/25/23,174.35
9/26/23,173.5
9/27/23,170.66
9/29/23,164.14
9/30/23,167.55
10/16/23,166.41
10/26/23,156.21
10/27/23,157.62
10/28/23,159.89
10/29/23,168.96
10/30/23,159.89
10/31/23,157.34
