Date, Total 
8/14/2023," $5,250.00 "
8/15/2023," $1,598.40 "
8/15/2023," $24,624.00 "
8/15/2023, $0.35 
8/15/2023," $4,188.00 "
8/15/2023," $3,850.04 "
8/15/2023," $6,901.05 "
8/16/2023," $8,900.50 "
8/16/2023," $2,986.00 "
8/17/2023," $4,656.00 "
8/17/2023," $4,656.00 "
8/17/2023," $4,236.00 "
8/17/2023," $7,801.50 "
8/17/2023," $6,353.80 "
8/17/2023," $2,016.00 "
8/17/2023," $1,444.50 "
8/17/2023, $357.00 
8/17/2023," $1,932.00 "
8/17/2023," $3,500.00 "
8/18/2023," $1,830.00 "
8/18/2023," $6,738.00 "
8/18/2023," $5,472.00 "
8/18/2023," $4,158.00 "
8/19/2023," $3,802.90 "
8/19/2023," $1,260.00 "
8/21/2023," $6,881.40 "
8/21/2023," $6,177.60 "
8/21/2023," $7,423.20 "
8/21/2023," $25,553.00 "
8/21/2023," $12,158.00 "
8/21/2023," $2,385.36 "
8/21/2023," $12,180.11 "
8/21/2023," $1,800.00 "
8/21/2023," $3,184.00 "
8/21/2023," $20,142.80 "
8/21/2023," $5,368.00 "
8/21/2023," $28,740.00 "
8/21/2023," $3,536.40 "
8/21/2023," $9,557.67 "
8/21/2023, $630.00 
8/21/2023," $3,192.00 "
8/21/2023," $1,361.84 "
8/21/2023," $9,291.43 "
8/22/2023," $3,911.81 "
8/22/2023," $3,911.81 "
8/22/2023," $3,911.81 "
8/22/2023," $3,348.03 "
8/22/2023," $3,040.52 "
8/22/2023, $-   
8/22/2023," $2,625.00 "
8/22/2023," $3,850.00 "
8/23/2023," $4,110.02 "
8/23/2023," $7,468.17 "
8/24/2023," $10,560.00 "
8/24/2023," $5,820.00 "
8/24/2023," $5,220.00 "
8/24/2023," $5,865.80 "
8/24/2023," $5,232.00 "
8/25/2023," $6,826.01 "
8/25/2023," $2,625.00 "
8/25/2023," $3,736.00 "
8/25/2023," $2,232.00 "
8/25/2023," $10,533.50 "
8/26/2023, $875.00 
8/28/2023, $500.01 
8/28/2023," $4,325.00 "
8/28/2023," $1,020.00 "
8/28/2023," $2,534.00 "
8/28/2023," $8,412.00 "
8/28/2023," $5,596.00 "
8/28/2023," $2,016.20 "
8/30/2023, $-   
8/30/2023, $-   
9/1/2023," $4,644.00 "
9/1/2023, $250.01 
9/1/2023," $1,350.03 "
9/4/2023, $700.00 
9/4/2023," $7,308.00 "
9/5/2023," $10,595.10 "
9/5/2023," $7,410.00 "
9/5/2023," $3,207.00 "
9/5/2023," $4,140.30 "
9/5/2023," $6,088.50 "
9/5/2023," $1,980.00 "
9/6/2023," $5,364.00 "
9/6/2023," $5,995.00 "
9/6/2023," $7,370.00 "
9/6/2023," $16,518.00 "
9/6/2023," $14,256.00 "
9/6/2023," $2,160.00 "
9/7/2023," $19,742.40 "
9/7/2023," $21,362.40 "
9/7/2023," $8,084.00 "
9/8/2023," $4,464.00 "
9/8/2023," $11,856.00 "
9/8/2023," $11,856.00 "
9/8/2023," $12,603.60 "
9/8/2023," $12,603.60 "
9/10/2023," $3,500.00 "
9/11/2023," $7,086.00 "
9/11/2023," $4,595.40 "
9/11/2023, $936.00 
9/11/2023," $13,438.00 "
9/11/2023," $4,005.02 "
9/11/2023," $9,520.06 "
9/11/2023, $-   
9/11/2023, $-   
9/11/2023, $-   
9/11/2023," $9,062.04 "
9/11/2023, $0.17 
9/12/2023," $3,360.04 "
9/12/2023," $2,580.02 "
9/12/2023," $2,055.00 "
9/12/2023, $0.20 
9/12/2023, $0.18 
9/13/2023," $7,497.44 "
9/13/2023," $7,525.35 "
9/13/2023," $14,135.45 "
9/13/2023," $3,286.00 "
9/13/2023," $3,286.00 "
9/13/2023," $3,348.00 "
9/13/2023," $5,053.87 "
9/13/2023," $5,439.06 "
9/13/2023," $15,894.00 "
9/13/2023, $0.60 
9/14/2023," $3,805.00 "
9/15/2023," $3,000.00 "
9/15/2023," $5,216.45 "
9/15/2023," $7,350.13 "
9/18/2023," $1,896.00 "
9/18/2023," $26,443.80 "
9/18/2023," $26,443.80 "
9/18/2023," $8,760.00 "
9/18/2023," $4,848.07 "
9/18/2023, $0.10 
9/18/2023," $5,106.00 "
9/18/2023, $700.00 
9/18/2023," $2,573.25 "
9/18/2023," $8,347.09 "
9/19/2023," $5,808.00 "
9/19/2023," $3,780.00 "
9/19/2023," $5,376.00 "
9/20/2023, $672.31 
9/20/2023," $3,791.08 "
9/20/2023," $4,490.24 "
9/20/2023," $5,412.30 "
9/20/2023, $525.00 
9/21/2023," $3,150.00 "
9/21/2023," $2,880.00 "
9/21/2023," $2,880.00 "
9/22/2023," $1,800.00 "
9/22/2023," $6,307.81 "
9/22/2023," $6,075.41 "
9/22/2023," $4,617.98 "
9/22/2023," $3,876.00 "
9/22/2023," $6,324.00 "
9/22/2023," $8,772.00 "
9/25/2023," $30,130.69 "
9/25/2023," $5,862.00 "
9/25/2023," $4,152.04 "
9/25/2023," $7,786.80 "
9/25/2023," $21,816.00 "
9/25/2023," $8,664.84 "
9/25/2023," $13,608.01 "
9/25/2023," $8,838.01 "
9/25/2023, $0.24 
9/25/2023, $0.24 
9/25/2023," $13,378.09 "
9/25/2023," $6,123.29 "
9/26/2023, $0.39 
9/26/2023," $3,110.03 "
9/26/2023," $4,115.05 "
9/26/2023," $2,580.01 "
9/26/2023," $2,010.00 "
9/27/2023," $3,036.00 "
9/27/2023," $10,290.00 "
9/27/2023," $1,125.54 "
9/27/2023, $0.18 
9/27/2023, $0.17 
9/28/2023," $5,850.24 "
9/29/2023," $10,224.61 "
10/2/2023," $5,757.25 "
10/2/2023," $1,195.19 "
10/2/2023," $9,192.05 "
10/2/2023," $4,110.00 "
10/3/2023," $1,368.00 "
10/3/2023," $5,164.00 "
10/3/2023," $4,620.00 "
10/3/2023," $1,440.25 "
10/4/2023, $336.00 
10/4/2023," $21,828.45 "
10/4/2023," $3,325.00 "
10/4/2023," $7,260.00 "
10/6/2023," $2,965.03 "
10/6/2023," $1,800.15 "
10/6/2023," $3,550.25 "
10/9/2023," $5,010.00 "
10/9/2023," $13,960.80 "
10/9/2023," $17,409.60 "
10/9/2023," $3,780.00 "
10/9/2023," $3,866.40 "
10/9/2023," $15,559.21 "
10/9/2023," $23,136.73 "
10/9/2023," $7,717.50 "
10/9/2023," $2,840.00 "
10/9/2023," $6,642.00 "
10/10/2023," $5,865.66 "
10/11/2023, $1.00 
